date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:36:50	112648/112648	---MCZ	200	added ('OK')	font/ttf	etag:W/%221b808-584cf95826240%22	https://preview.colorlib.com/theme/digilab/fonts/ionicons/fonts/ionicons.ttf?v=4.0.0-19	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/ionicons/fonts/ionicons580c.ttf	(from https://preview.colorlib.com/theme/digilab/css/ionicons.min.css)
13:36:50	313199/313199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224c76f-584cf95fc7440%22	https://preview.colorlib.com/theme/digilab/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/ionicons/fonts/ionicons580c.svg	(from https://preview.colorlib.com/theme/digilab/css/ionicons.min.css)
13:36:50	6590/6590	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219be-584cf9015d580%22	https://preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticon.eot	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticon.eot	(from https://preview.colorlib.com/theme/digilab/css/flaticon.css)
13:36:51	6590/6590	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219be-584cf9015d580%22	https://preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticon.eot?	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticond41d.eot	(from https://preview.colorlib.com/theme/digilab/css/flaticon.css)
13:36:51	4324/4324	---M--	200	added ('OK')	font/woff	etag:%2210e4-584cf90ccf080%22	https://preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticon.woff	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticon.woff	(from https://preview.colorlib.com/theme/digilab/css/flaticon.css)
13:36:52	6412/6412	---MCZ	200	added ('OK')	font/ttf	etag:W/%22190c-584cf90ae6c00%22	https://preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticon.ttf	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticon.ttf	(from https://preview.colorlib.com/theme/digilab/css/flaticon.css)
13:36:52	37477/37477	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229265-584cf906220c0%22	https://preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticon.svg	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/flaticon/font/Flaticon.svg	(from https://preview.colorlib.com/theme/digilab/css/flaticon.css)
13:36:52	307332/307332	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224b084-584cf86c97680%22	https://preview.colorlib.com/theme/digilab/fonts/icomoon/icomoon.eot?6tt51o	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/icomoon/icomoonccfb.eot	(from https://preview.colorlib.com/theme/digilab/css/icomoon.css)
13:36:53	307168/307168	---MCZ	200	added ('OK')	font/ttf	etag:W/%224afe0-584cf88657340%22	https://preview.colorlib.com/theme/digilab/fonts/icomoon/icomoon.ttf?6tt51o	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/icomoon/icomoonccfb.ttf	(from https://preview.colorlib.com/theme/digilab/css/icomoon.css)
13:36:53	307244/307244	---M--	200	added ('OK')	font/woff	etag:%224b02c-584cf89875e00%22	https://preview.colorlib.com/theme/digilab/fonts/icomoon/icomoon.woff?6tt51o	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/icomoon/icomoonccfb.woff	(from https://preview.colorlib.com/theme/digilab/css/icomoon.css)
13:36:54	120149/120149	---M--	200	added ('OK')	image/jpeg	etag:%221d555-584cf759eee80%22	https://preview.colorlib.com/theme/digilab/images/bg_4.jpg	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/images/bg_4.jpg	(from https://preview.colorlib.com/theme/digilab/single.html)
13:36:54	2163/2163	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Aug%202023%2009:44:38%20GMT	https://preview.colorlib.com/theme/digilab/blog.html	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/blog.html	(from https://preview.colorlib.com/theme/digilab/single.html)
13:36:55	935341/935341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e45ad-584cf89875e00%22	https://preview.colorlib.com/theme/digilab/fonts/icomoon/icomoon.svg?6tt51o	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/fonts/icomoon/icomoonccfb.svg	(from https://preview.colorlib.com/theme/digilab/css/icomoon.css)
13:36:55	131391/131391	---M--	200	added ('OK')	image/jpeg	etag:%222013f-584cf76654bc0%22	https://preview.colorlib.com/theme/digilab/images/image_4.jpg	C:/My%20Web%20Sites/new%20one/preview.colorlib.com/theme/digilab/images/image_4.jpg	(from https://preview.colorlib.com/theme/digilab/single.html)
